num = 1030
403 519 693 519
428 375 378 324
378 324 300 252
0 519 373 519
373 519 693 519
0 519 354 519
354 519 693 519
360 307 300 252
377 351 374 389
374 389 374 510
365 456 366 386
366 386 366 343
353 501 354 378
354 378 356 333
495 309 448 309
31 336 113 332
113 332 149 331
232 254 125 260
125 260 43 265
217 235 127 241
31 336 95 329
95 329 149 331
232 254 103 262
103 262 43 265
223 440 78 438
78 438 17 438
56 66 121 57
121 57 258 41
653 309 613 311
613 311 448 309
217 255 43 265
82 120 43 395
10 476 62 121
217 235 167 239
167 239 106 242
232 254 168 259
168 259 43 265
114 477 75 477
75 477 48 476
91 329 149 331
98 262 43 265
240 486 74 482
74 482 0 482
197 489 73 487
73 487 0 488
0 510 71 511
71 511 169 515
0 519 70 519
70 519 693 519
86 99 47 356
47 356 43 395
10 476 25 356
25 356 66 101
223 440 202 440
202 440 17 438
240 486 202 483
202 483 0 482
208 483 0 482
216 87 190 351
190 351 182 478
166 475 176 351
176 351 204 87
166 475 194 164
194 164 204 87
216 87 208 164
208 164 182 478
232 108 225 162
225 162 218 250
155 128 147 168
147 168 127 396
157 233 165 167
165 167 176 100
87 395 114 172
114 172 121 113
75 476 111 171
180 133 175 168
175 168 168 249
70 302 86 174
86 174 96 121
86 99 73 173
73 173 43 395
10 476 53 175
53 175 66 101
216 87 203 236
203 236 182 478
166 475 186 238
186 238 204 87
155 128 139 239
139 239 127 396
232 108 219 234
87 395 105 243
105 243 121 113
75 476 102 242
232 254 199 257
199 257 43 265
223 440 186 440
186 440 17 438
56 66 216 46
216 46 258 41
240 486 181 483
181 483 0 482
0 519 177 519
177 519 693 519
232 254 85 263
85 263 43 265
211 412 210 441
210 441 208 475
202 475 202 441
202 441 205 410
216 87 185 440
185 440 182 478
166 475 167 439
167 439 204 87
75 476 77 439
77 439 118 123
253 268 242 440
242 440 236 478
10 476 14 437
14 437 66 101
532 222 655 225
564 160 527 159
527 159 490 158
652 72 657 115
657 115 662 157
604 432 601 378
601 378 599 286
683 436 677 377
677 377 656 160
422 82 428 377
428 377 424 502
683 436 664 223
664 223 656 160
216 87 199 258
199 258 182 478
166 475 185 257
185 257 204 87
155 128 139 260
139 260 127 396
87 395 103 263
103 263 121 113
70 302 75 265
75 265 96 121
75 476 99 263
99 263 118 123
86 99 56 265
56 265 43 395
10 476 39 265
39 265 66 101
56 66 23 266
23 266 1 412
223 440 168 440
168 440 17 438
87 395 172 394
172 394 205 395
186 257 43 265
217 235 187 237
187 237 106 242
240 486 165 483
165 483 0 482
197 489 164 489
164 489 0 488
0 519 161 519
161 519 693 519
212 46 258 41
627 401 604 403
604 403 446 398
662 377 602 378
602 378 452 377
601 311 448 309
86 99 49 334
49 334 43 395
75 476 90 331
90 331 118 123
87 395 94 330
94 330 121 113
114 351 110 330
110 330 111 305
125 265 113 333
113 333 106 395
155 128 134 331
134 331 127 396
10 476 28 336
28 336 66 101
56 66 12 337
12 337 1 412
76 264 43 265
66 335 149 331
166 475 171 395
171 395 204 87
216 87 186 396
186 396 182 478
75 476 83 394
83 394 118 123
638 289 640 309
613 335 612 312
612 312 613 291
604 432 601 312
601 312 599 286
484 335 482 310
482 310 481 287
683 436 672 310
672 310 656 160
422 82 427 304
427 304 424 502
140 241 106 242
232 254 140 259
140 259 43 265
87 395 126 396
126 396 205 395
131 438 17 438
0 519 264 519
264 519 693 519
56 66 98 60
98 60 258 41
155 239 106 242
151 259 43 265
604 432 604 404
604 404 599 286
428 398 424 502
387 378 409 399
427 519 693 519
294 493 305 257
305 257 309 111
292 245 277 489
43 144 30 217
43 144 28 235
43 144 23 266
43 144 12 337
346 300 324 278
353 306 324 278
412 359 324 278
378 324 324 278
360 307 324 278
678 395 672 328
677 377 672 328
672 328 664 223
412 359 346 300
378 324 346 300
294 519 336 519
224 519 294 519
294 519 417 519
294 519 373 519
294 519 354 519
70 519 294 519
177 519 294 519
161 519 294 519
339 292 324 278
360 307 339 292
224 519 336 519
288 519 336 519
336 519 417 519
336 519 373 519
70 519 336 519
177 519 336 519
161 519 336 519
264 519 336 519
422 251 423 409
422 257 423 409
428 362 423 409
428 377 423 409
427 304 423 409
30 217 23 266
30 217 12 337
422 251 428 362
422 251 428 377
422 251 427 304
422 257 428 362
422 257 428 377
422 257 427 304
672 322 664 223
28 229 23 266
28 229 12 337
523 222 567 224
523 222 594 224
523 222 550 224
488 219 523 222
523 222 609 225
510 222 567 224
510 222 594 224
510 222 550 224
510 222 609 225
567 224 594 224
488 219 567 224
567 224 609 225
532 222 567 224
554 224 594 224
554 224 609 225
28 225 23 266
28 225 12 337
550 224 594 224
488 219 594 224
532 222 594 224
570 310 481 309
613 311 481 309
601 311 481 309
488 219 550 224
550 224 609 225
604 403 575 401
488 219 609 225
613 311 570 310
601 311 570 310
149 439 52 439
149 439 102 438
149 439 119 438
149 439 33 439
149 439 78 438
202 440 149 439
186 440 149 439
102 438 52 439
137 439 52 439
97 439 52 439
119 438 52 439
202 440 52 439
186 440 52 439
168 440 52 439
131 438 52 439
99 482 46 482
131 483 46 482
92 482 46 482
113 482 46 482
225 485 46 482
202 483 46 482
208 483 46 482
181 483 46 482
165 483 46 482
554 224 574 224
574 224 594 224
550 224 574 224
574 224 609 225
602 378 492 377
137 439 102 438
102 438 33 439
102 438 78 438
202 440 102 438
186 440 102 438
168 440 102 438
131 438 102 438
131 483 99 482
99 482 28 482
225 485 99 482
202 483 99 482
208 483 99 482
181 483 99 482
165 483 99 482
164 489 99 487
137 439 33 439
137 439 78 438
168 440 137 439
131 483 28 482
225 485 131 483
131 483 74 482
202 483 131 483
208 483 131 483
181 483 131 483
165 483 131 483
119 438 97 439
97 439 33 439
92 482 28 482
113 482 28 482
113 482 74 482
119 438 33 439
119 438 78 438
202 440 119 438
186 440 119 438
168 440 119 438
532 222 609 225
28 235 23 266
28 235 12 337
66 438 33 439
78 438 33 439
202 440 33 439
186 440 33 439
168 440 33 439
131 438 33 439
225 485 28 482
74 482 28 482
202 483 28 482
208 483 28 482
181 483 28 482
165 483 28 482
78 332 113 332
225 485 74 482
225 485 181 483
225 485 165 483
224 519 417 519
224 519 373 519
224 519 354 519
70 519 224 519
177 519 224 519
161 519 224 519
224 519 264 519
427 304 428 362
678 395 664 223
678 395 672 310
288 519 417 519
288 519 373 519
288 519 354 519
350 519 417 519
412 359 378 324
373 519 417 519
354 519 417 519
70 519 417 519
177 519 417 519
161 519 417 519
264 519 417 519
70 519 373 519
177 519 373 519
161 519 373 519
264 519 373 519
70 519 354 519
177 519 354 519
161 519 354 519
264 519 354 519
91 329 113 332
66 335 113 332
217 255 125 260
168 259 125 260
199 257 125 260
125 260 85 263
186 257 125 260
167 239 127 241
187 237 127 241
66 335 95 329
125 260 103 262
217 255 103 262
168 259 103 262
199 257 103 262
186 257 103 262
140 259 103 262
151 259 103 262
202 440 78 438
186 440 78 438
168 440 78 438
131 438 78 438
121 57 216 46
217 255 168 259
217 255 85 263
217 255 140 259
82 120 47 356
82 120 73 173
82 120 56 265
82 120 49 334
187 237 167 239
199 257 168 259
168 259 85 263
52 439 77 438
97 439 77 438
202 483 74 482
208 483 74 482
181 483 74 482
165 483 74 482
164 489 73 487
70 519 177 519
70 519 161 519
70 519 264 519
73 173 47 356
56 265 47 356
25 356 62 121
25 356 53 175
14 437 25 356
25 356 39 265
202 440 168 440
202 483 165 483
208 483 165 483
208 164 190 351
203 236 190 351
190 351 185 440
199 258 190 351
190 351 186 396
176 351 194 164
176 351 186 238
167 439 176 351
176 351 185 257
171 395 176 351
186 238 194 164
167 439 194 164
185 257 194 164
171 395 194 164
208 164 203 236
208 164 185 440
208 164 199 258
208 164 186 396
225 162 219 234
105 243 115 171
103 263 115 171
94 330 115 171
147 168 139 239
147 168 139 260
147 168 134 331
77 439 111 171
99 263 111 171
90 331 111 171
83 394 111 171
75 265 86 174
73 173 56 265
73 173 49 334
53 175 62 121
14 437 53 175
39 265 53 175
28 336 53 175
203 236 185 440
203 236 199 258
203 236 186 396
167 439 186 238
171 395 186 238
139 239 139 260
139 239 134 331
103 263 106 242
94 330 106 242
77 439 102 242
90 331 102 242
83 394 102 242
199 257 85 263
199 257 140 259
98 60 216 46
177 519 264 519
186 257 85 263
140 259 85 263
151 259 85 263
199 258 185 440
186 396 185 440
167 439 185 257
167 439 171 395
77 438 99 263
77 438 90 331
77 438 83 394
14 437 62 121
14 437 39 265
14 437 28 336
510 222 532 222
601 378 601 312
604 404 601 378
677 377 664 223
677 377 672 310
427 304 428 377
672 310 664 223
199 257 186 396
171 395 185 257
139 260 134 331
94 330 103 262
99 263 102 242
90 331 99 263
83 394 99 263
56 265 49 334
39 265 62 121
28 336 39 265
23 266 12 337
126 396 172 394
217 255 185 257
185 257 140 259
161 519 264 519
83 394 90 331
28 336 62 121
103 262 75 265
98 262 75 264
604 404 601 311
