num = 1481
371 198 361 90
417 168 483 198
357 148 454 186
331 242 110 188
291 167 299 199
276 384 503 378
143 392 0 403
473 35 607 1
66 72 58 276
481 443 203 478
538 437 203 478
391 259 367 40
488 278 462 98
208 345 512 355
106 98 326 175
91 303 93 478
333 447 476 441
401 60 433 288
434 299 526 305
491 186 343 110
327 0 350 288
537 352 230 351
618 422 594 271
64 265 505 324
203 478 612 412
257 390 263 478
439 74 481 436
398 453 395 420
549 387 548 332
187 459 182 396
279 478 639 424
528 371 151 398
0 108 226 0
25 479 350 445
528 371 217 390
217 390 151 398
213 352 239 370
205 390 151 398
25 479 148 466
148 466 350 445
105 476 103 279
103 279 106 98
528 371 269 389
269 389 151 398
537 352 340 354
340 354 230 351
276 384 391 383
391 383 503 378
208 345 333 349
333 349 512 355
0 108 69 66
69 66 226 0
439 74 467 331
467 331 481 436
64 265 480 323
480 323 505 324
226 0 279 82
279 82 334 167
537 352 514 356
514 356 230 351
550 370 548 332
502 373 151 398
439 74 477 383
477 383 481 436
191 335 156 333
160 333 196 337
152 334 193 337
193 337 254 340
343 349 512 355
297 297 341 306
344 354 230 351
64 265 371 306
371 306 505 324
401 60 414 160
414 160 433 288
618 422 598 295
598 295 594 271
106 98 197 130
197 130 326 175
331 242 206 211
206 211 110 188
64 265 205 277
205 277 505 324
25 479 98 478
98 478 350 445
143 392 96 393
96 393 0 403
64 265 95 268
95 268 505 324
491 186 420 147
420 147 343 110
331 242 175 204
175 204 110 188
281 160 286 220
286 220 288 278
314 277 308 214
308 214 303 168
377 37 398 221
398 221 401 254
391 259 387 219
387 219 367 40
387 231 367 40
488 278 485 247
485 247 462 98
475 94 498 251
498 251 500 281
226 0 321 148
321 148 334 167
346 297 330 148
330 148 317 3
528 371 414 384
414 384 151 398
537 352 269 353
276 384 309 382
309 382 503 378
331 242 308 237
308 237 110 188
215 104 257 121
257 121 293 135
285 206 288 278
326 175 329 218
329 218 337 349
64 265 346 297
346 297 505 324
296 233 110 188
206 245 206 211
106 98 181 121
181 121 326 175
200 99 196 64
70 72 67 258
58 72 226 0
528 371 375 386
375 386 151 398
426 384 151 398
356 427 361 460
258 338 228 337
152 334 228 339
106 98 290 162
290 162 326 175
173 336 254 340
327 0 345 139
345 139 350 288
371 198 367 130
367 130 361 90
243 115 293 135
422 384 151 398
238 113 293 135
475 94 490 205
490 205 500 281
469 96 485 203
485 203 491 246
488 278 478 202
478 202 462 98
25 479 329 445
329 445 350 445
528 371 331 387
331 387 151 398
64 265 256 284
256 284 505 324
331 242 251 222
251 222 110 188
537 352 307 354
307 354 230 351
276 384 355 381
355 381 503 378
334 355 230 351
329 350 512 355
475 94 387 35
387 35 335 0
278 389 151 398
276 384 331 382
331 382 503 378
324 445 350 445
105 476 104 132
104 132 106 98
67 57 69 129
69 129 67 258
50 478 350 445
69 133 67 258
579 349 586 371
586 371 590 401
618 422 609 370
609 370 594 271
201 130 326 175
539 427 612 412
105 476 104 173
104 173 106 98
67 57 68 170
68 170 67 258
66 72 60 170
60 170 58 276
63 68 59 170
59 170 58 204
52 97 50 169
50 169 48 246
497 229 553 233
105 476 104 199
104 199 106 98
67 57 67 198
67 198 67 258
341 387 151 398
0 208 27 199
27 199 48 189
439 74 466 308
466 308 481 436
37 251 36 157
36 157 42 106
52 97 50 147
50 147 48 246
17 122 12 169
12 169 11 258
63 68 59 139
59 139 58 204
597 319 549 328
549 328 512 333
143 392 77 396
77 396 0 403
143 392 33 399
33 399 0 403
475 94 486 168
486 168 500 281
469 96 480 167
480 167 491 246
488 278 473 166
473 166 462 98
22 201 48 189
497 229 522 231
522 231 577 236
496 237 500 281
522 307 485 300
485 300 379 286
434 299 487 302
391 259 371 77
371 77 367 40
401 60 407 107
407 107 433 288
491 186 455 165
455 165 343 110
64 265 415 316
415 316 505 324
430 293 379 286
98 478 95 324
439 74 472 355
472 355 481 436
358 303 505 324
333 447 417 440
417 440 476 441
377 37 391 161
391 161 401 254
391 259 375 154
375 154 367 40
371 198 367 152
367 152 361 90
347 151 350 288
634 322 621 257
410 441 476 441
283 389 151 398
106 98 216 133
216 133 326 175
304 382 503 378
208 345 351 350
351 350 512 355
351 354 230 351
491 186 388 130
388 130 343 110
390 159 454 186
398 220 442 224
375 26 335 0
484 89 373 14
522 307 401 289
448 297 379 286
357 148 433 178
334 296 505 324
338 349 512 355
444 178 483 198
522 307 455 298
455 298 379 286
455 302 526 305
105 476 350 445
104 393 0 403
104 268 505 324
171 180 105 175
105 175 69 173
171 176 105 173
0 108 116 44
116 44 226 0
202 0 118 34
118 34 67 57
401 60 422 222
422 222 433 288
447 283 439 225
439 225 435 186
327 0 350 212
350 212 350 288
444 194 448 224
448 224 454 287
346 297 333 165
333 165 317 3
327 0 350 189
350 189 350 288
106 98 268 154
268 154 326 175
307 212 268 202
268 202 205 182
105 476 104 147
104 147 106 98
303 168 326 175
64 265 315 294
315 294 505 324
434 299 469 303
469 303 526 305
469 299 379 286
64 265 463 323
463 323 505 324
281 160 326 175
286 207 205 182
331 242 286 229
286 229 110 188
64 265 288 291
288 291 505 324
468 299 481 436
263 225 110 188
270 286 505 324
497 303 379 286
466 78 353 0
552 425 612 412
279 478 552 429
552 429 639 424
361 386 151 398
361 381 503 378
333 447 372 444
372 444 476 441
257 390 264 430
264 430 263 478
203 478 523 431
523 431 612 412
618 422 598 319
598 319 594 271
551 307 548 328
548 328 548 349
106 98 135 108
135 108 326 175
179 167 135 156
135 156 104 146
25 479 208 462
208 462 350 445
475 94 495 229
495 229 500 281
469 96 489 229
488 278 482 229
482 229 462 98
361 444 476 441
279 478 362 467
362 467 639 424
0 108 50 77
50 77 226 0
17 122 11 205
11 205 11 258
37 251 36 195
36 195 42 106
52 97 50 188
50 188 48 246
63 68 58 185
63 68 226 0
19 96 226 0
317 447 350 445
279 478 321 472
321 472 639 424
528 371 313 387
313 387 151 398
313 382 503 378
487 172 500 281
480 171 491 246
473 170 462 98
462 170 343 110
245 221 110 188
250 283 505 324
491 186 363 118
363 118 343 110
439 74 456 184
456 184 481 436
477 195 462 98
484 199 491 246
415 167 433 288
490 200 500 281
416 171 433 288
345 144 350 288
326 175 331 243
331 243 337 349
311 238 303 168
286 230 288 278
346 297 341 244
341 244 317 3
327 0 353 248
353 248 350 288
104 186 106 98
68 175 67 258
91 303 93 393
93 393 93 478
105 476 103 394
103 394 106 98
100 475 99 394
99 394 98 297
451 0 490 34
490 34 515 57
387 218 442 224
376 125 343 110
475 94 366 20
366 20 335 0
490 302 526 305
458 81 335 0
484 89 457 72
457 72 353 0
70 90 67 258
61 89 58 204
336 177 317 3
349 181 350 288
94 478 350 445
91 268 505 324
317 448 314 390
412 143 343 110
357 148 417 171
417 171 454 186
397 42 335 0
484 89 396 30
396 30 353 0
64 265 436 321
436 321 505 324
467 303 481 436
475 94 489 184
489 184 500 281
481 180 491 246
474 177 462 98
439 74 454 164
454 164 481 436
401 60 412 144
412 144 433 288
377 37 387 131
387 131 401 254
391 259 376 126
376 126 367 40
363 119 361 90
327 0 338 107
338 107 350 288
346 297 325 101
325 101 317 3
348 301 505 324
472 359 481 436
279 478 618 425
103 268 106 98
326 175 334 295
334 295 337 349
466 323 481 436
257 390 151 398
25 479 263 454
263 454 350 445
203 478 265 476
265 476 612 412
456 183 483 198
467 323 505 324
208 345 471 354
471 354 512 355
537 352 473 359
473 359 230 351
528 371 474 376
474 376 151 398
276 384 477 381
475 94 439 70
439 70 335 0
484 89 435 57
435 57 353 0
481 440 612 412
279 478 481 442
481 442 639 424
639 460 484 474
484 474 425 479
333 447 398 442
398 442 476 441
279 478 398 459
398 459 639 424
25 479 187 464
187 464 350 445
528 371 181 395
181 395 151 398
475 377 481 436
103 402 106 98
99 403 98 297
91 403 93 478
257 390 263 455
263 455 263 478
321 470 317 448
269 389 217 390
502 373 217 390
414 384 217 390
375 386 217 390
426 384 217 390
422 384 217 390
331 387 217 390
278 389 217 390
341 387 217 390
283 389 217 390
361 386 217 390
313 387 217 390
257 390 217 390
474 376 217 390
217 390 181 395
205 390 181 395
98 478 148 466
148 466 329 445
50 478 148 466
105 476 148 466
148 466 208 462
94 478 148 466
148 466 263 454
148 466 187 464
103 279 104 132
103 279 104 173
103 279 104 199
103 279 104 147
103 394 103 279
103 402 103 279
502 373 269 389
414 384 269 389
375 386 269 389
426 384 269 389
422 384 269 389
331 387 269 389
341 387 269 389
361 386 269 389
313 387 269 389
474 376 269 389
269 389 181 395
340 354 269 353
340 354 307 354
473 359 340 354
309 382 391 383
355 381 391 383
331 382 391 383
304 382 391 383
361 381 391 383
313 382 391 383
391 383 477 381
333 349 471 354
69 66 116 44
50 77 69 66
19 96 69 66
467 331 477 383
466 308 467 331
467 331 472 355
468 299 467 331
456 184 467 331
467 303 467 331
454 164 467 331
371 306 480 323
205 277 480 323
95 268 480 323
346 297 480 323
256 284 480 323
415 316 480 323
358 303 480 323
334 296 480 323
104 268 480 323
315 294 480 323
288 291 480 323
270 286 480 323
250 283 480 323
91 268 480 323
436 321 480 323
348 301 480 323
279 82 321 148
514 356 269 353
514 356 307 354
502 373 414 384
502 373 375 386
502 373 331 387
502 373 313 387
502 373 181 395
466 308 477 383
468 299 477 383
456 184 477 383
467 303 477 383
454 164 477 383
466 323 477 383
193 337 228 339
343 349 471 354
344 354 269 353
344 354 307 354
205 277 371 306
95 268 371 306
256 284 371 306
371 306 415 316
334 296 371 306
104 268 371 306
315 294 371 306
371 306 463 323
288 291 371 306
270 286 371 306
250 283 371 306
91 268 371 306
371 306 436 321
414 160 422 222
609 370 598 295
598 319 598 295
197 130 290 162
197 130 268 154
135 108 197 130
206 211 175 204
308 237 206 211
296 233 206 211
251 222 206 211
286 229 206 211
263 225 206 211
245 221 206 211
95 268 205 277
205 277 346 297
205 277 256 284
205 277 415 316
104 268 205 277
205 277 315 294
205 277 463 323
205 277 288 291
91 268 205 277
205 277 436 321
98 478 329 445
50 478 98 478
98 478 208 462
98 478 263 454
98 478 187 464
96 393 33 399
95 268 346 297
95 268 256 284
95 268 415 316
95 268 315 294
95 268 463 323
95 268 288 291
95 268 436 321
455 165 420 147
420 147 388 130
462 170 420 147
420 147 363 118
308 237 175 204
296 233 175 204
251 222 175 204
286 229 175 204
263 225 175 204
245 221 175 204
311 238 308 214
391 161 398 220
387 131 398 220
387 219 371 77
387 219 375 154
387 219 376 126
387 231 371 77
387 231 375 154
387 231 376 126
485 247 478 202
485 247 473 166
490 205 498 251
486 168 498 251
487 172 498 251
490 200 498 251
489 184 498 251
341 244 330 148
330 148 325 101
414 384 503 378
309 382 414 384
414 384 375 386
414 384 331 387
355 381 414 384
331 382 414 384
304 382 414 384
361 381 414 384
313 382 414 384
474 376 414 384
276 384 414 384
414 384 181 395
307 354 269 353
334 355 269 353
351 354 269 353
473 359 269 353
309 382 355 381
309 382 477 381
308 237 251 222
308 237 286 229
329 218 334 295
346 297 371 306
256 284 346 297
346 297 415 316
104 268 346 297
315 294 346 297
346 297 463 323
288 291 346 297
270 286 346 297
250 283 346 297
91 268 346 297
346 297 436 321
296 233 251 222
181 121 290 162
181 121 216 133
181 121 268 154
135 108 181 121
70 72 69 129
70 72 68 170
70 72 67 198
58 72 116 44
426 384 375 386
422 384 375 386
375 386 331 387
375 386 313 387
474 376 375 386
375 386 181 395
391 383 426 384
426 384 503 378
426 384 331 387
426 384 313 387
426 384 477 381
426 384 181 395
173 336 228 339
201 130 290 162
216 133 290 162
135 108 290 162
345 139 350 212
345 139 350 189
345 139 353 248
338 107 345 139
422 384 503 378
422 384 331 387
422 384 313 387
422 384 477 381
422 384 181 395
486 168 490 205
490 205 495 229
487 172 490 205
489 184 490 205
480 167 485 203
480 171 485 203
478 202 473 166
473 170 478 202
50 478 329 445
105 476 329 445
208 462 329 445
94 478 329 445
263 454 329 445
187 464 329 445
361 386 331 387
474 376 331 387
331 387 181 395
256 284 415 316
104 268 256 284
256 284 315 294
256 284 463 323
256 284 288 291
91 268 256 284
256 284 436 321
286 229 251 222
351 354 307 354
473 359 307 354
304 382 355 381
313 382 355 381
355 381 477 381
329 350 471 354
458 81 387 35
439 70 387 35
278 389 181 395
331 382 477 381
104 173 104 132
104 199 104 132
104 186 104 132
103 394 104 132
103 268 104 132
103 402 104 132
69 129 68 170
69 129 67 198
70 90 69 129
50 478 208 462
50 478 263 454
50 478 187 464
69 133 68 170
69 133 67 198
609 370 598 319
201 130 268 154
265 476 539 427
481 440 539 427
104 199 104 173
104 173 104 147
103 394 104 173
103 268 104 173
103 402 104 173
70 90 68 170
59 139 60 170
61 89 60 170
522 231 553 233
104 199 104 147
103 394 104 199
103 268 104 199
103 402 104 199
70 90 67 198
341 387 181 395
466 308 472 355
456 184 466 308
454 164 466 308
36 195 36 157
50 147 50 169
50 147 50 188
12 169 11 205
59 139 58 185
61 89 59 139
77 396 33 399
104 393 33 399
486 168 495 229
480 167 489 229
482 229 473 166
485 300 401 289
485 300 455 298
455 302 487 302
375 154 371 77
376 126 371 77
407 107 422 222
439 74 450 142
450 142 467 331
450 142 477 383
450 142 472 355
454 164 388 130
454 164 363 118
358 303 415 316
334 296 415 316
104 268 415 316
315 294 415 316
415 316 463 323
288 291 415 316
270 286 415 316
250 283 415 316
91 268 415 316
415 316 436 321
348 301 415 316
469 299 430 293
497 303 430 293
99 394 98 327
99 403 98 327
468 299 472 355
456 184 472 355
467 303 472 355
454 164 472 355
466 323 472 355
358 303 463 323
358 303 436 321
372 444 417 440
361 444 417 440
391 161 387 131
367 152 367 130
347 151 350 212
347 151 350 189
347 151 353 248
283 389 181 395
216 133 268 154
135 108 216 133
304 382 477 381
351 350 471 354
462 170 388 130
388 130 363 118
412 143 388 130
390 159 433 178
390 159 417 171
466 78 373 14
457 72 373 14
435 57 373 14
448 297 401 289
455 298 401 289
469 299 401 289
497 303 401 289
497 303 448 297
334 296 463 323
334 296 436 321
338 349 471 354
105 476 208 462
105 476 263 454
105 476 187 464
104 393 77 396
104 268 315 294
104 268 463 323
104 268 288 291
50 77 116 44
63 68 116 44
19 96 116 44
415 167 422 222
416 171 422 222
412 144 422 222
345 144 350 212
350 212 353 248
349 181 350 212
338 107 350 212
341 244 333 165
333 165 325 101
345 144 350 189
350 189 353 248
338 107 350 189
268 154 290 162
135 108 268 154
104 186 104 147
281 160 303 168
497 303 468 299
466 78 396 30
466 78 435 57
362 467 552 429
321 472 552 429
552 429 618 425
398 459 552 429
361 386 313 387
361 386 181 395
331 382 361 381
361 381 477 381
264 430 263 455
265 476 523 431
481 440 523 431
94 478 208 462
208 462 263 454
487 172 495 229
489 184 495 229
480 171 489 229
484 199 489 229
481 180 489 229
361 444 398 442
203 478 362 467
362 467 523 431
321 472 362 467
362 467 618 425
265 476 362 467
362 467 481 442
362 467 398 459
19 96 50 77
11 206 12 169
61 89 58 185
203 478 321 472
321 472 523 431
321 472 618 425
265 476 321 472
321 472 481 442
321 472 398 459
474 376 313 387
313 387 181 395
313 382 477 381
462 170 363 118
412 143 363 118
454 164 456 184
477 195 473 166
482 229 477 195
483 198 480 167
407 107 415 167
412 144 416 171
345 144 353 248
331 242 329 218
331 242 334 295
285 206 286 229
341 244 325 101
349 181 353 248
338 107 353 248
104 393 104 147
458 81 366 20
397 42 366 20
439 70 366 20
490 302 401 289
457 72 396 30
336 177 325 101
94 478 263 454
94 478 187 464
398 220 422 222
422 222 442 224
387 218 422 222
435 57 396 30
433 294 401 289
481 179 485 203
398 459 618 425
103 267 104 147
278 389 257 390
283 389 257 390
257 390 181 395
187 464 263 454
502 373 474 376
474 376 181 395
265 476 481 440
398 459 481 442
397 442 417 440
372 444 397 442
203 478 398 459
398 459 523 431
265 476 398 459
472 355 475 377
103 402 104 147
