num = 857
205 102 154 90
82 91 205 105
485 242 371 232
371 232 2 199
485 242 189 216
189 216 2 199
485 242 53 203
53 203 2 199
171 266 167 288
167 288 167 360
137 286 134 373
131 373 134 286
134 286 132 250
135 282 132 250
471 365 458 272
458 272 433 75
477 138 181 96
485 242 110 208
110 208 2 199
477 138 413 129
413 129 154 90
82 91 413 132
410 89 396 62
263 70 263 104
302 219 296 71
466 338 433 75
330 373 327 325
327 325 324 271
318 367 314 327
314 327 310 300
286 373 285 325
285 325 284 301
331 268 334 324
334 324 336 373
315 331 310 300
465 93 468 116
468 116 483 236
460 78 465 119
331 255 371 232
340 163 343 183
343 183 345 221
477 138 239 106
239 106 154 90
82 91 239 109
284 293 317 297
215 106 474 139
215 103 154 90
213 106 205 168
96 46 154 55
465 93 479 185
479 185 483 236
286 155 289 178
289 178 291 216
267 176 269 215
302 219 301 180
301 180 295 48
166 324 167 360
137 264 136 322
136 322 134 373
177 139 178 165
178 165 178 206
170 140 166 165
148 203 150 163
150 163 149 141
181 134 181 168
205 95 205 61
460 78 470 173
470 173 480 233
476 174 483 236
180 373 181 316
181 316 181 260
164 316 167 360
136 315 134 373
134 314 132 250
186 373 186 315
186 315 187 256
185 216 2 199
376 232 2 199
485 242 219 218
219 218 2 199
178 214 2 199
365 58 374 162
374 162 378 226
1 1 1 200
1 200 1 373
20 18 12 169
50 171 53 130
48 192 50 151
50 151 53 130
20 18 14 147
14 147 11 193
57 151 54 196
460 279 433 75
246 106 154 90
246 109 474 139
477 138 289 113
289 113 154 90
82 91 289 115
471 365 462 291
462 291 433 75
284 284 315 298
471 365 466 336
340 114 338 81
368 81 378 226
1 1 93 1
93 1 500 1
417 65 429 169
429 169 435 231
387 68 396 163
396 163 398 214
1 1 1 350
424 131 154 90
424 133 474 139
474 195 431 191
431 191 399 190
446 47 412 42
412 42 168 3
192 3 410 32
410 32 451 40
485 242 435 237
435 237 2 199
302 219 297 116
297 116 295 48
365 58 371 126
371 126 378 226
387 68 393 129
393 129 398 214
417 65 424 134
424 134 435 231
471 365 439 135
439 135 433 75
460 78 467 139
467 139 480 233
465 93 471 139
471 139 483 236
20 18 16 91
16 91 11 193
485 242 163 213
163 213 2 199
428 163 372 156
372 156 339 154
477 138 371 124
371 124 154 90
82 91 372 126
446 47 362 34
362 34 168 3
192 3 362 24
362 24 451 40
134 242 199 251
302 219 299 148
299 148 295 48
298 116 474 139
297 114 154 90
485 242 301 226
301 226 2 199
446 47 292 22
292 22 168 3
485 242 345 229
345 229 2 199
485 242 148 212
148 212 2 199
477 138 340 120
340 120 154 90
82 91 340 122
420 192 399 190
485 242 269 223
269 223 2 199
122 246 172 250
106 242 179 245
460 78 474 195
474 195 480 233
471 365 447 193
447 193 433 75
417 65 431 192
431 192 435 231
430 229 420 193
420 193 419 173
479 195 483 236
387 68 397 190
499 331 496 309
496 309 493 285
471 365 466 308
466 308 433 75
291 225 2 199
477 138 263 109
263 109 154 90
82 91 263 112
46 203 2 199
300 154 295 48
132 357 132 250
446 47 213 10
213 10 168 3
82 91 133 96
133 96 474 139
22 1 500 1
330 373 326 298
485 242 450 239
450 239 2 199
474 195 448 193
448 193 399 190
82 91 440 135
440 135 474 139
440 132 154 90
192 3 429 35
471 365 451 240
451 240 433 75
498 243 489 185
429 164 435 231
397 159 398 214
373 157 378 226
471 365 442 164
442 164 433 75
428 163 398 159
398 159 339 154
477 138 393 126
393 126 154 90
82 91 392 129
446 47 384 38
384 38 168 3
485 242 398 233
398 233 2 199
413 129 205 102
239 106 205 102
246 106 205 102
289 113 205 102
424 131 205 102
371 124 205 102
297 114 205 102
340 120 205 102
263 109 205 102
440 132 205 102
393 126 205 102
133 96 205 105
371 232 189 216
371 232 53 203
371 232 110 208
371 232 219 218
435 237 371 232
371 232 163 213
371 232 301 226
371 232 345 229
371 232 148 212
371 232 269 223
450 239 371 232
371 232 398 233
189 216 53 203
189 216 110 208
376 232 189 216
219 218 189 216
435 237 189 216
189 216 163 213
301 226 189 216
345 229 189 216
189 216 148 212
269 223 189 216
291 225 189 216
450 239 189 216
398 233 189 216
110 208 53 203
185 216 53 203
376 232 53 203
219 218 53 203
178 214 53 203
435 237 53 203
163 213 53 203
301 226 53 203
345 229 53 203
148 212 53 203
269 223 53 203
291 225 53 203
450 239 53 203
398 233 53 203
137 286 136 322
132 357 134 286
134 314 135 282
466 338 458 272
458 272 439 135
458 272 447 193
466 308 458 272
458 272 451 240
458 272 442 164
205 102 181 96
413 129 181 96
239 106 181 96
215 103 181 96
246 106 181 96
289 113 181 96
424 131 181 96
371 124 181 96
297 114 181 96
340 120 181 96
263 109 181 96
440 132 181 96
393 126 181 96
185 216 110 208
376 232 110 208
219 218 110 208
178 214 110 208
435 237 110 208
163 213 110 208
301 226 110 208
345 229 110 208
148 212 110 208
269 223 110 208
291 225 110 208
450 239 110 208
398 233 110 208
413 129 239 106
413 129 289 113
413 129 371 124
413 129 340 120
413 129 263 109
215 106 413 132
246 109 413 132
298 116 413 132
133 96 413 132
301 180 296 71
297 116 296 71
299 148 296 71
300 154 296 71
466 338 462 291
466 338 439 135
466 338 447 193
466 338 451 240
466 338 442 164
327 325 326 298
468 116 479 185
289 113 239 106
424 131 239 106
371 124 239 106
297 114 239 106
340 120 239 106
440 132 239 106
393 126 239 106
133 96 239 109
215 106 289 115
215 106 372 126
215 106 340 122
215 106 263 112
215 106 440 135
215 106 392 129
471 139 479 185
301 180 297 116
301 180 299 148
167 288 166 324
134 321 134 286
132 357 134 321
467 139 470 173
470 173 474 195
185 216 148 212
376 232 219 218
376 232 163 213
376 232 301 226
376 232 345 229
376 232 148 212
376 232 269 223
435 237 219 218
219 218 163 213
301 226 219 218
345 229 219 218
219 218 148 212
269 223 219 218
291 225 219 218
450 239 219 218
398 233 219 218
178 214 148 212
368 81 374 162
371 126 374 162
1 200 1 350
16 91 12 169
50 171 50 151
16 91 14 147
460 279 439 135
460 279 447 193
460 279 451 240
460 279 442 164
215 106 246 109
246 109 289 115
246 109 372 126
246 109 340 122
246 109 440 135
246 109 392 129
424 131 289 113
371 124 289 113
340 120 289 113
440 132 289 113
393 126 289 113
133 96 289 115
462 291 439 135
462 291 447 193
462 291 451 240
462 291 442 164
466 336 466 308
368 81 371 126
22 1 93 1
424 134 429 169
393 129 396 163
424 131 371 124
424 131 340 120
424 131 263 109
424 131 393 126
412 42 362 34
412 42 292 22
412 42 213 10
362 24 410 32
435 237 163 213
435 237 301 226
435 237 345 229
435 237 148 212
435 237 269 223
435 237 398 233
299 148 297 116
300 154 297 116
393 129 397 190
397 159 393 129
424 133 431 192
447 193 439 135
466 308 439 135
451 240 439 135
467 139 474 195
301 226 163 213
345 229 163 213
269 223 163 213
291 225 163 213
450 239 163 213
398 233 163 213
398 159 372 156
371 124 340 120
371 124 263 109
440 132 371 124
393 126 371 124
298 116 371 126
133 96 371 126
362 34 292 22
362 34 213 10
362 24 429 35
134 242 179 245
297 116 340 122
297 116 440 135
297 116 392 129
297 114 263 109
345 229 301 226
301 226 148 212
292 22 213 10
384 38 292 22
340 120 263 109
440 132 340 120
393 126 340 120
133 96 340 122
448 193 420 192
466 308 447 193
451 240 447 193
447 193 442 164
429 169 431 191
429 164 431 191
397 159 397 190
466 308 451 240
466 308 442 164
440 132 263 109
393 126 263 109
263 112 340 122
133 96 263 112
186 359 186 315
384 38 213 10
213 7 410 32
213 7 362 24
213 7 429 35
133 96 440 135
133 96 392 129
439 132 413 129
439 132 393 126
451 240 442 164
428 163 424 134
372 156 371 126
413 129 392 126
