num = 1268
130 317 112 342
632 101 655 105
668 136 648 110
691 216 695 185
346 278 355 298
127 448 132 395
447 404 455 422
386 93 394 73
608 266 645 268
241 472 223 477
203 468 170 470
650 313 617 315
286 409 296 459
457 257 442 242
186 389 186 427
660 215 687 220
695 83 688 111
537 508 543 460
651 264 699 269
511 403 518 439
496 462 514 455
156 382 161 401
493 407 494 381
291 274 327 285
585 0 589 21
522 364 527 413
586 111 585 72
331 509 341 447
527 365 529 431
430 318 442 299
281 87 282 115
663 230 699 236
338 260 340 280
524 269 539 286
437 347 460 345
441 213 460 214
496 131 516 131
178 270 207 259
161 279 142 282
464 307 474 332
214 13 217 44
11 152 11 180
43 203 49 174
633 432 605 427
666 482 696 496
113 432 88 435
66 506 18 520
635 468 604 471
601 476 638 481
32 365 6 366
188 509 241 504
239 517 207 513
509 177 505 186
48 26 46 9
475 270 462 263
311 20 338 48
163 387 163 411
163 387 167 429
147 371 156 429
346 306 368 348
310 56 306 187
653 79 699 77
191 236 341 257
261 268 290 263
512 421 512 381
532 507 512 381
387 270 215 243
415 287 411 124
651 80 668 136
389 294 392 105
132 395 127 448
106 357 108 307
83 284 88 340
410 277 405 165
566 402 597 452
384 266 381 112
543 440 544 487
307 389 309 331
528 44 529 86
26 299 29 350
512 381 542 473
363 363 414 364
140 116 89 121
504 383 480 446
331 509 341 447
331 509 334 357
38 245 41 146
496 43 496 77
262 0 259 241
109 3 108 240
134 395 152 516
89 100 124 98
274 242 279 117
45 11 43 243
58 208 27 209
451 41 482 42
128 0 127 239
33 122 42 77
206 167 207 235
528 189 527 138
658 141 662 188
323 499 318 383
334 118 300 98
122 174 122 240
420 223 424 288
143 175 141 239
175 157 207 155
214 376 169 371
303 373 169 371
222 440 312 443
60 125 30 130
484 379 491 421
425 123 317 18
208 90 175 91
215 169 214 214
219 26 216 99
156 103 156 62
497 270 468 271
323 461 328 431
585 0 582 52
502 384 495 406
697 368 691 427
210 18 204 85
7 0 4 227
190 391 196 440
87 0 84 226
609 384 610 424
272 431 274 393
266 411 192 413
276 387 214 391
604 421 602 386
647 482 696 496
27 434 108 435
406 419 351 424
503 467 525 443
441 439 467 437
502 88 508 108
628 455 677 455
113 122 143 118
207 12 176 17
586 47 617 48
437 303 453 291
384 220 355 208
201 451 227 452
474 332 464 307
668 381 630 383
281 468 302 467
302 314 272 317
536 504 514 370
251 239 253 30
246 5 243 239
560 316 683 316
0 250 387 270
335 304 338 48
467 189 463 41
155 508 144 362
286 374 296 459
0 276 327 274
674 0 679 200
383 84 296 4
147 117 145 25
605 427 657 425
696 496 609 480
30 439 110 432
498 154 575 160
141 160 89 162
232 3 229 201
286 0 284 245
650 188 647 50
464 228 699 236
559 44 560 191
106 357 0 356
99 338 91 4
645 187 643 49
617 48 620 183
513 44 515 189
483 189 482 42
601 33 603 189
450 133 532 133
510 44 510 187
451 159 575 156
174 237 176 0
61 34 59 242
631 200 623 16
617 193 687 220
501 434 494 381
343 82 341 257
555 45 556 192
699 223 444 219
426 285 427 60
293 2 299 248
196 440 183 375
274 0 271 240
236 247 388 275
83 284 82 336
584 134 585 82
444 219 569 212
27 242 28 11
262 0 270 172
472 383 488 420
349 85 353 260
360 94 365 262
574 9 574 208
391 250 687 264
329 69 331 509
558 160 444 153
191 236 191 0
448 64 644 67
699 248 460 231
494 415 511 334
699 248 460 247
191 236 321 252
321 252 341 257
0 250 321 257
321 257 387 270
426 285 426 261
426 261 427 60
420 223 422 260
422 260 424 288
415 256 411 124
410 277 407 255
407 255 405 165
389 294 393 251
393 251 392 105
393 246 392 105
406 250 405 165
0 250 348 262
348 262 387 270
387 270 349 262
349 262 215 243
655 107 668 136
674 0 676 108
676 108 679 200
650 188 650 106
650 106 647 50
353 327 368 348
99 338 96 284
96 284 91 4
222 440 291 439
544 379 587 360
431 166 405 147
99 338 91 253
91 253 91 4
363 363 390 363
390 363 414 364
451 159 512 158
512 158 575 156
558 160 512 157
191 236 275 245
275 245 341 257
0 250 274 249
274 249 387 270
601 33 601 100
601 100 603 189
617 48 617 101
617 101 620 183
631 200 629 104
629 104 623 16
584 134 586 98
519 473 512 381
645 187 644 135
644 135 643 49
650 188 650 135
650 135 647 50
617 193 645 206
645 206 687 220
422 259 687 264
389 294 393 141
393 141 392 105
415 287 414 158
414 158 411 124
426 285 428 169
428 169 427 60
287 373 169 371
182 372 286 369
329 69 330 274
330 274 331 509
699 248 604 240
604 240 460 231
425 123 367 58
367 58 317 18
467 189 465 81
465 81 463 41
450 133 489 133
489 133 532 133
191 236 231 239
231 239 341 257
0 250 231 242
231 242 387 270
699 248 585 248
585 248 460 247
585 239 460 231
464 228 586 228
586 228 699 236
307 389 306 369
306 369 309 331
329 69 331 369
331 369 331 509
106 357 20 355
589 437 589 404
589 404 588 369
266 411 224 412
224 412 192 413
331 509 339 387
339 387 334 357
329 69 334 387
334 387 331 509
645 187 644 100
644 100 643 49
654 103 668 136
650 112 647 50
644 107 643 49
425 123 392 86
392 86 317 18
330 286 331 509
448 64 584 68
584 68 644 67
512 381 528 440
528 440 542 473
339 260 387 270
236 247 337 267
337 267 388 275
0 276 179 269
179 269 327 274
118 400 116 431
674 0 677 78
677 78 679 200
650 188 647 80
645 187 644 80
644 80 643 49
329 69 329 255
329 255 331 509
335 304 338 257
338 257 338 48
236 247 290 262
290 262 388 275
391 270 392 105
415 257 687 264
407 103 317 18
0 276 82 274
82 274 327 274
448 64 529 67
529 67 644 67
30 357 0 356
99 338 89 121
89 121 91 4
87 0 85 121
85 121 84 226
501 434 493 415
0 250 37 248
37 248 387 270
209 248 36 254
448 64 496 64
496 64 644 67
99 338 89 100
89 100 91 4
87 0 85 100
85 100 84 226
236 247 274 254
274 254 388 275
0 276 274 268
274 268 327 274
61 34 58 208
58 208 59 242
38 245 40 209
40 209 41 146
27 242 27 209
27 209 28 11
207 237 341 257
0 250 207 242
207 242 387 270
525 157 575 156
525 155 444 153
329 69 328 117
328 117 331 509
310 56 307 104
307 104 306 187
293 2 300 98
300 98 299 248
335 304 339 119
339 119 338 48
120 161 89 162
0 250 122 245
122 245 387 270
209 248 122 250
122 250 14 255
0 250 140 244
140 244 387 270
209 248 139 250
139 250 14 255
308 373 309 331
286 374 290 439
323 499 318 444
318 444 318 383
61 34 59 124
59 124 59 242
27 242 27 130
27 130 28 11
492 417 480 446
426 285 427 125
427 125 427 60
0 250 84 247
84 247 387 270
209 248 84 252
84 252 14 255
222 440 270 438
270 438 312 443
196 440 192 413
410 418 414 364
331 509 341 424
341 424 334 357
532 507 516 457
516 457 512 381
536 504 526 440
89 246 91 4
383 84 339 45
425 123 339 34
558 160 465 152
469 219 569 212
460 11 424 11
94 273 91 4
335 276 338 48
653 79 678 78
678 78 699 77
679 222 444 219
464 228 679 234
574 9 571 158
571 158 575 208
99 338 89 162
89 162 91 4
87 0 85 161
85 161 84 226
217 239 341 257
650 208 687 220
429 224 427 60
95 273 327 274
91 252 14 255
90 246 387 270
448 64 617 69
617 69 644 67
448 64 601 70
601 70 644 67
699 223 603 215
603 215 444 219
467 189 465 134
465 134 463 41
467 189 466 160
466 160 463 41
528 189 525 158
525 158 527 138
426 159 427 60
0 250 59 247
59 247 387 270
209 248 59 253
59 253 14 255
0 276 59 274
59 274 327 274
699 223 633 221
633 221 444 219
464 228 633 230
633 230 699 236
429 220 427 60
415 287 414 221
414 221 411 124
410 277 406 223
406 223 405 165
389 294 393 224
393 224 392 105
391 250 426 260
426 260 687 264
191 236 300 248
300 248 341 257
0 250 299 253
299 253 387 270
299 262 388 275
0 276 299 267
329 268 331 509
337 268 338 48
392 276 392 105
27 249 387 270
27 275 327 274
504 383 489 422
573 68 644 67
699 223 574 213
574 213 444 219
464 228 571 228
571 228 699 236
699 248 570 237
570 237 460 231
343 82 342 235
335 304 339 234
339 234 338 48
330 258 387 270
330 267 388 275
465 154 463 41
572 162 575 208
426 285 426 152
426 152 427 60
467 189 464 64
464 64 463 41
574 9 573 69
573 69 575 208
601 33 601 71
601 71 603 189
617 48 617 70
617 70 620 183
631 200 627 67
627 67 623 16
643 69 643 49
674 0 676 63
676 63 679 200
426 285 426 203
426 203 427 60
426 250 427 60
422 250 424 288
416 251 411 124
275 245 321 252
231 239 321 252
207 237 321 252
217 239 321 252
300 248 321 252
321 257 215 243
274 249 321 257
37 248 321 257
207 242 321 257
122 245 321 257
140 244 321 257
84 247 321 257
90 246 321 257
59 247 321 257
27 249 321 257
426 260 428 169
426 260 427 125
426 260 426 152
426 260 426 203
415 257 414 158
415 257 414 221
407 255 406 223
393 250 393 141
391 270 393 250
393 250 393 224
392 276 393 250
393 246 393 141
393 246 393 224
406 250 406 223
274 249 348 262
37 248 348 262
207 242 348 262
122 245 348 262
140 244 348 262
84 247 348 262
90 246 348 262
59 247 348 262
299 253 348 262
27 249 348 262
677 78 676 108
676 63 676 108
96 284 91 253
96 284 89 121
96 284 89 100
96 284 89 162
270 438 290 439
290 439 312 443
91 253 89 121
91 253 89 100
94 273 91 253
91 253 89 162
231 239 275 245
207 237 275 245
217 239 275 245
275 245 300 248
274 249 215 243
37 248 274 249
207 242 274 249
122 245 274 249
140 244 274 249
84 247 274 249
90 246 274 249
59 247 274 249
27 249 274 249
601 71 601 100
617 70 617 101
629 104 627 67
644 135 644 100
644 135 644 80
650 135 650 106
650 135 647 80
391 270 393 141
393 224 393 141
392 276 393 141
414 221 414 158
416 251 414 158
428 169 427 125
429 224 428 169
429 220 428 169
426 203 428 169
426 250 428 169
330 274 331 369
330 274 334 387
328 117 330 274
604 240 570 237
367 58 392 86
407 103 367 58
367 58 339 34
465 134 465 81
466 160 465 81
465 154 465 81
231 239 300 248
349 262 231 242
37 248 231 242
122 245 231 242
140 244 231 242
84 247 231 242
90 246 231 242
59 247 231 242
27 249 231 242
586 228 679 234
586 228 633 230
330 286 331 369
329 255 331 369
328 117 331 369
329 268 331 369
341 424 339 387
330 286 334 387
329 255 334 387
328 117 334 387
329 268 334 387
650 103 647 80
650 112 647 80
407 103 392 86
392 86 339 34
329 255 330 286
529 67 584 68
496 64 584 68
584 68 617 69
290 262 337 267
274 254 337 267
299 262 337 267
82 274 179 269
179 269 274 268
95 273 179 269
59 274 179 269
179 269 299 267
27 275 179 269
328 117 329 255
338 257 339 119
338 257 339 234
391 270 393 224
407 103 339 34
82 274 274 268
82 274 299 267
27 275 82 274
496 64 529 67
529 67 617 69
529 67 601 70
89 121 89 100
89 246 89 121
94 273 89 121
89 162 89 121
85 121 85 161
37 248 207 242
37 248 122 245
37 248 140 244
37 248 84 247
37 248 299 253
122 250 36 254
139 250 36 254
84 252 36 254
91 252 36 254
496 64 617 69
496 64 601 70
89 246 89 100
94 273 89 100
89 162 89 100
85 100 85 161
95 273 274 268
59 274 274 268
27 275 274 268
59 124 58 208
27 209 27 130
207 237 300 248
122 245 207 242
140 244 207 242
84 247 207 242
90 246 207 242
59 247 207 242
207 242 299 253
27 249 207 242
525 155 465 152
335 276 339 119
337 268 339 119
339 234 339 119
84 247 122 245
90 246 122 245
59 247 122 245
122 245 299 253
27 249 122 245
122 250 84 252
122 250 59 253
84 247 140 244
90 246 140 244
59 247 140 244
140 244 299 253
27 249 140 244
139 250 84 252
139 250 59 253
429 224 427 125
426 159 427 125
429 220 427 125
426 203 427 125
426 250 427 125
84 247 299 253
27 249 84 247
89 246 89 162
679 222 469 219
603 215 469 219
633 221 469 219
574 213 469 219
94 273 89 162
335 276 339 234
679 222 603 215
679 222 633 221
679 222 574 213
633 230 679 234
571 228 679 234
573 69 571 158
217 239 300 248
426 261 429 224
429 224 426 152
59 274 94 273
94 273 299 267
90 252 59 253
59 247 89 246
89 246 299 253
573 68 617 69
573 68 601 70
633 221 603 215
466 160 464 133
465 154 464 133
464 133 464 64
466 159 464 64
59 247 299 253
27 249 59 247
59 274 299 267
27 275 59 274
633 221 574 213
571 228 633 230
429 220 426 152
426 250 429 220
416 251 414 221
392 276 393 224
299 253 215 243
27 249 299 253
27 275 299 267
337 267 339 234
349 262 329 258
329 258 215 243
299 253 329 258
465 152 464 64
426 203 426 152
426 250 426 152
426 250 426 203
